id	hotel	review_type	review	tokens
n539	budjet	negatif	Problème avec l'emplacement des toilettes. Ils sont placés juste devant la porte, lorsque l'on est assis impossible de fermer la porte. Dans la douche, au niveau du plafond problème d'infiltration d'eau. L'eau de la chambre du dessus coule le long du mur dans la douche. Problème de pression d'eau dans la douche : eau froide pression, eau chaude pas de pression. Le bac à douche n'a pas de pente, lorsque l'on prend la douche l'eau s'écoule aussi hors de la douche sur le carrelage. C'est d'autant plus dommage qu'il n'y a pas de tapis de douche fourni. Avant notre arrivée nous avions demandé si il y avait un parking, on nous dit oui. En réalité pas de parking, nous aurions préféré le savoir avant notre arrivée afin de pouvoir nous organiser.	infiltration plafond pente arrivee douche bac organiser placer carrelage toilette fourni dommage niveau assis preferer emplacement prendre porte probleme fermer long ecouler demande pression eau coule tapis_de_douche impossible chaude realite mur froid chambre parking
p540	budjet	positif	Emplacement top	top emplacement
n540	budjet	negatif	L’obligation de laisser le double vitrage ouvert pour avoir de la fraîcheur et du coup beaucoup de bruits	vitrage bruit fraicheur coup double obligation
p541	budjet	positif	L’emplacement	emplacement
n541	budjet	negatif	La qualité de la chambre est médiocre (support de douche cassé, mise à disposition du « nouveau testament » dans la chambre , finitions très moyennes) et l’accueil très décevant ( intervention du personnel dans une conversation privée)	decevant casse intervention personnel finition mediocre testament support_de_douche mise moyenne qualite conversation disposition priver chambre accueil nouveau
p542	budjet	positif	L emplacement parfait	parfait emplacement
n542	budjet	negatif	"Le personnel est désagréable. C'est la première fois que nous avons le sentiment que nous sommes des clients de seconde zone car passés par booking. Texto, ""si ça ne vous convient pas, adressez vous directement à booking, ils ne sont bons qu à prendre leur com.... Il faut nous appeler directement...."". Je me demande pourquoi ils continuent à travailler avec vous.. Le soir, nous souhaitions prendre un café en terrasse, le jeune homme nous a répondu comme si nous étions des abrutis demandant la lune. Le respect ne semble pas être le point fort de l'établissement.  Nous avons choisi l'hôtel de la Tour en face pour la suite... La rue est très bruyante, (ce n 'est pas la faute de l hôtel), on ne peut dormir les fenêtres ouvertes, donc, sans clim, le confort de la chambre est nettement réduit."	tour hotel sentiment booking appeler rue com fort dormir faute travailler demander abrutir souhaiter falloir seconde convier cafe confort client face point desagreable soir prendre suite demande continuer reduit terrasse nettement lune choisir texto repondre adresser personnel etablissement bruyant respect jeune clim fenetre chambre zone homme
p543	budjet	positif	L’accueil, la vue et le petit déjeuner	vue accueil petit-dejeuner
n543	budjet	negatif	La propreté, la literie Il manque une climatisation car on ne peut pas ouvrir les fenêtres car la Rochelle est vivante même la nuit  Électricité pas au norme dans la salle de bain Voir photos	climatisation vivant photo proprete electricite fenetre rochelle manque nuit norme literie salle_de_bain
p544	budjet	positif	La vue sur le port	vue port
n544	budjet	negatif	Pas de porte serviettes dans la sdb et les portes qui grince	salle_de_bain serviette grincer porte
p545	budjet	positif	Confortable	confortable
n545	budjet	negatif	Malgré notre question préalable par mail concernant le fait de pouvoir garer nos vélos de façon sécurisée quelque part dans l'hôtel et une réponse (apparemment automatique) qui était positive, nous avons finalement dû gérer nos vélos nous-mêmes. Et nous nous sommes sentis assez mal accueillis. La porte était très dure à ouvrir, la pression de la douche faible avec une alternance chaud froid désagréable, et l'eau s'écoulait trop facilement en dehors de la douche malgré nos précautions.	velo hotel douche facilement accueillir mal gerer question dure desagreable positif porte automatique chaud reponse ecouler mail part apparemment du pression eau garer securiser alternance finalement froid precaution faible
n546	budjet	negatif	Pas de volet occultant,trop de lumière la nuit pour dormir!matelas dur!	dur matelas occulter dormir nuit lumiere volet
p547	budjet	positif	Bien situé sur le port	situer port
n547	budjet	negatif	Le personnel n est pas du tout accueillant voir désagréable et peu serviable. La chambre n était pas propre.	personnel serviable propre chambre desagreable accueillant
p548	budjet	positif	L espace, l environnement, la propreté, le petit déjeuner, l accueil.	espace proprete environnement accueil petit-dejeuner
n548	budjet	negatif	Le bruit le soir avec la chaleur dans la chambre pas pû ouvrir la fenêtre. Abattant des toilettes mal fixé	soir bruit abattant fixe chaleur toilette mal fenetre pu chambre
p549	budjet	positif	La vue superbe il est juste super bien placé et le personnel agréable	super agreable personnel place vue superbe
n549	budjet	negatif	Le plafond de la douche insalubre les interrupteurs de lumière cassés les toilettes mal positionné pas pratique du tout	insalubre interrupteur toilette mal casser pratique plafond lumiere douche positionner
p550	budjet	positif	L’emplacement	emplacement
n550	budjet	negatif	La salle de bain	salle_de_bain
p551	budjet	positif	Petit déjeuner très moyen Pas de serviettes  Pain coupé très grossièrement.  A savoir que l'on ne peut pas prendre le petit déjeuner à l'extérieur avant 8heures même si vous arrivez 5 mn avant. C'est dommage de ne pas pouvoir en tant que client de l'hôtel de ne pouvoir profiter de la terrasse.	arriver hotel prendre NUMheures pain moyen coupe serviette NUM dommage profiter terrasse client grossierement exterieur mn petit-dejeuner
n551	budjet	negatif	"Le petit déjeuner  Le rideau de douche dans la salle de bain (pas très hygiénique) Les finitions sont à revoir (peinture des murs, des plinthes, la cage d'escalier, vitres des fenêtres pleines de peinture, interrupteurs obsolètes) toutes ces finitions laissent penser à du ""fait maison""..."	revoir hygienique finition escalier vitre interrupteur penser obsolete maison peinture rideau_de_douche cage mur fenetre salle_de_bain plinthe petit-dejeuner
n552	budjet	negatif	comment peut-on installer des toilettes au ras de la baignoire? Une personne de 120kg mesurant 1m90 ne peut tout simplement pas aller aux toilettes	baignoire toilette mesurer installer simplement NUMmNUM NUMkg rien_a_signaler
p553	budjet	positif	La chambre était en mauvaise état pas accueillant du tout	chambre accueillant mauvais
p554	budjet	positif	La proximité	proximite
n554	budjet	negatif	On m’avais garanti une baignoire hélas il n’y en avais pas	garanti baignoire
p555	budjet	positif	Situation géographique mais plan de circulation de La Rochelle épouvantable!	situation geographique epouvantable rochelle plan circulation
n555	budjet	negatif	1/Réception: un hygiaphone dans un couloir 2/Chaleur étouffante dans la chambre et pas de climatiseur ni de ventilateur 3/Impossible ouvrir les fenêtres pour aérer car vacarme dans tout le port et sous les fenêtres jusqu'à 2h ou 3h du matin 4/Patron stupide prétendant que la clim est inutile et que la chaleur étouffante est bonne pour la santé 5/Entretien de l’hôtel quasi nul ou inexistant: porte d'ascenseur ne se referme pas complètement et donc l'ascenseur ne démarre pas, volets rouillés et système de fermeture disparu, etc 6/Le WIFI ne fonctionne pas 7/Pas de parking (évidemment) 8/Cet hotel 2* n'en mérite même pas une: Booking ne devrait pas le proposer	hotel ascenseur booking chaleur couloir evidemment hygiaphone reception port aerer volet ventilateur inutile refermer demarrer etouffant NUM stupide pretendant patron fonctionner porte completement quasi rouiller climatiseur entretien NUMh fermeture impossible clim matin inexistant wifi sante fenetre disparu systeme chambre merite vacarme parking proposer
n556	budjet	negatif	il n y avait pas de couette mais une vieille couverture, pas de produit dans la salle de bain équipée d une baignoire et non d une douche. Le responsable de l hôtel n était pas très aimable	hotel baignoire equipee couette responsable vieux aimable couverture douche produit salle_de_bain
p557	budjet	positif	rien	
n557	budjet	negatif	le bruit insupportable toute la nuit : musique puis aboiements entre chiens de personnes érantes	aboiement bruit erantes musique nuit chien insupportable
p558	budjet	positif	la personne au Bar, très mal aimable. Petit déjeuner peu copieux, pain pas frais, pas de serviette.	bar pain mal serviette aimable copieux frais petit-dejeuner
n558	budjet	negatif	les disfonctionnements dans la salle de bain et les toilettes. chasse d'eau qui coule, robinetterie inversée sur la baignoire, pas de bouchon dans l'évier, pas d'emplacement pour poser ses affaires dans la SdeB.	emplacement evier bouchon disfonctionnements sdeb baignoire affaire toilette eau poser coule robinetterie salle_de_bain inverser chasse
p559	budjet	positif	L emplacement.	emplacement
n559	budjet	negatif	Le petit déjeuner vraiment nul nul café pas bon le croissant de leclerc et du pain de 2livres pain pas bon chien pourrait m'être de la baguette nul décevant ...	decevant cafe pain baguette NUMlivres vraiment chien leclerc croissant petit-dejeuner
p560	budjet	positif	l emplacement , la vue	vue emplacement
n560	budjet	negatif	chambre exiguë et décoration vieillotte, lattes bois au sol qui sont abimées, pas de climatiseur portable , ( impossible d ouvrir les fenêtres avec le bruit extérieur ) Bagageries inexistantes pour poser les valises a notre arrivée	portable arrivee exterieur exigu abimees latte poser bois sol bruit bagageries vieillot climatiseur valise impossible inexistant decoration fenetre chambre
p561	budjet	positif	Situé en bordure du port, assez agréable pour les ballades	agreable ballade situer port bordure
n561	budjet	negatif	Salle de bains :Rien pour accrocher le pommeau de douche , pas de petite étagère pour poser les produits a l'intérieur de la douche. La cuvette des toilettes qui fuit,et une serviette pour éponger l'eau qui coule. Pas de clim ou de ventilateur pour rafraîchir la chambre, très bruyant car fêtes toutes les soir jusqu'au matin.. Le pas pour ouvrir la porte qui ne fonctionne que rarement,obligé d'aller à l'accueil pour le réactiver chaque fois que l'on veut rentrer dans la chambre	serviette obliger interieur pommeau_de_douche vouloir douche ventilateur rentrer etagere toilette rafraichir poser produit fonctionner fete soir petit porte eponger accrocher eau reactiver coule cuvette accueil bruyant clim matin fuir chambre salle_de_bain
p562	budjet	positif	A part la situation géographique rien	part geographique situation
n562	budjet	negatif	Une chambre minuscule dégradée et pas propre limite insalubre Salle de bain insalubre avec des infiltrations au plafond  Vraiment une des pires chambres dans laquelle j’ai pu séjourner Heureusement que je ne restais que pour 2 nuits  Je ne recommande pas du tout cet hôtel	recommander hotel heureusement insalubre infiltration plafond NUM limite degrader vraiment nuit propre chambre salle_de_bain sejourner minuscule
